location,size,total_sqft,price,category,bhk,price_per_sqft
ITI Layout,6 Bedroom,2160,25000000,Urban,6,11574.07407
Raja Rajeshwari Nagar,2 BHK,1090,4200000,Urban,2,3853.211009
R.T. Nagar,4 Bedroom,1500,7000000,Urban,4,4666.666667
Whitefield,4 BHK,4104,36000000,Rural,4,8771.929825
Whitefield,3 BHK,1790,10000000,Rural,3,5586.592179
Hebbal,3 BHK,1920,13400000,Rural,3,6979.166667
HRBR Layout,2 BHK,1374,9500000,Urban,2,6914.11936
Bannerghatta Road,3 BHK,1445,9500000,Urban,3,6574.394464
Kanakapura,1 BHK,711,3600000,Urban,1,5063.291139
Tumkur Road,3 BHK,1500,9500000,Urban,3,6333.333333
Whitefield,3 BHK,1720,10000000,Rural,3,5813.953488
Vasanthapura,3 BHK,1400,6000000,Urban,3,4285.714286
Kundalahalli,2 BHK,1030,4900000,Urban,2,4757.281553
Mysore Road,2 BHK,1200,8500000,Urban,2,7083.333333
Hosahalli,3 BHK,1375,7000000,Urban,3,5090.909091
Hegde Nagar,2 Bedroom,1050,5600000,Urban,2,5333.333333
Jalahalli,3 BHK,2250,16000000,Urban,3,7111.111111
Bellandur,2 BHK,1000,5000000,Rural,2,5000
Jalahalli West,1 BHK,469,2500000,Urban,1,5330.490405
Marathahalli,4 BHK,3800,25000000,Urban,4,6578.947368
Kambipura,2 BHK,883,2900000,Urban,2,3284.258211
GM Palaya,3 BHK,1820,8600000,Rural,3,4725.274725
Singasandra,3 BHK,1440,6500000,Rural,3,4513.888889
near Ramanashree California resort,6 BHK,3600,16000000,Rural,6,4444.444444
Malleshwaram,4 BHK,2500,32500000,Rural,4,13000
Mahadevpura,2 BHK,1225,4800000,Urban,2,3918.367347
"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000,66000000,Rural,3,16500
Chikkalasandra,2 BHK,875,5280000,Rural,2,6034.285714
Jalahalli East,1 BHK,750,4000000,Urban,1,5333.333333
6th Phase JP Nagar,2 BHK,1180,8000000,Urban,2,6779.661017
Haralur Road,2 BHK,1194,4700000,Urban,2,3936.348409
Hennur Road,3 BHK,1500,6200000,Urban,3,4133.333333
Poornapragna Housing Society Layout,2 BHK,1160,5220000,Urban,2,4500
Hosakerehalli,3 BHK,2378,26200000,Urban,3,11017.6619
Sarjapur,2 BHK,1128,6000000,Rural,2,5319.148936
Hebbal,3 BHK,1500,15000000,Rural,3,10000
Huskur,3 BHK,1220,3523000,Rural,3,2887.704918
Sarjapur  Road,2 BHK,1210,5800000,Urban,2,4793.38843
Kanakpura Road,3 BHK,1100,5800000,Urban,3,5272.727273
Bommasandra,3 BHK,1200,4600000,Rural,3,3833.333333
Haralur Road,4 BHK,3385,26000000,Urban,4,7680.945347
Nagondanahalli,3 BHK,1641,6600000,Urban,3,4021.937843
Horamavu Agara,2 BHK,1200,4500000,Rural,2,3750
Raja Rajeshwari Nagar,2 BHK,1260,6739000,Urban,2,5348.412698
Mahadevpura,3 BHK,1720,7800000,Urban,3,4534.883721
Yelahanka,2 BHK,1132.5,4813000,Rural,2,4249.889625
Yelahanka,2 BHK,1210,4598000,Rural,2,3800
Indira Nagar,4 Bedroom,2200,20000000,Urban,4,9090.909091
Bisuvanahalli,3 BHK,1075,4500000,Urban,3,4186.046512
Thanisandra,3 BHK,1702,13000000,Rural,3,7638.072855
Shanthala Nagar,2 BHK,1630,20000000,Urban,2,12269.93865
Raja Rajeshwari Nagar,2 BHK,1141,3855000,Urban,2,3378.61525
Shantiniketan Layout,3 BHK,2072,10800000,Urban,3,5212.355212
JP Nagar,5 BHK,5520,37500000,Urban,5,6793.478261
Herohalli,3 Bedroom,1200,7000000,Urban,3,5833.333333
Teachers Colony,3 BHK,1350,7700000,Urban,3,5703.703704
Bettahalsoor,4 Bedroom,4046,44500000,Rural,4,10998.51705
Srinivasa Nagar,3 BHK,1180,7834000,Urban,3,6638.983051
Yelahanka,3 BHK,35000,13000000,Rural,3,371.4285714
Langford Town,2 BHK,1355,11500000,Urban,2,8487.084871
Sulthangunta,1 Bedroom,600,5000000,Rural,1,8333.333333
Hormavu,7 Bedroom,1200,15000000,Rural,7,12500
Bannerghatta Road,3 BHK,1640,12000000,Urban,3,7317.073171
Byrathi Village,5 Bedroom,1200,10000000,Rural,5,8333.333333
Kodichikkanahalli,3 BHK,1190,5700000,Urban,3,4789.915966
OMBR Layout,4 Bedroom,2400,37500000,Urban,4,15625
Marathahalli,2 BHK,1019,4985000,Urban,2,4892.05103
Ambedkar Colony,3 BHK,1875,16500000,Urban,3,8800
Akshaya Nagar,3 BHK,1250,4000000,Urban,3,3200
Brookefield,3 Bedroom,1200,14000000,Rural,3,11666.66667
Whitefield,2 BHK,1140,5600000,Rural,2,4912.280702
Lingadheeranahalli,3 BHK,1683,10900000,Urban,3,6476.530006
Kaggadasapura,3 BHK,1515,8330000,Urban,3,5498.349835
Hoodi,4 BHK,2118,11100000,Rural,4,5240.793201
Bannerghatta Road,4 Bedroom,1380,5800000,Urban,4,4202.898551
Varthur Road,2 BHK,1083,6175000,Urban,2,5701.754386
Anjappa Layout,2 Bedroom,600,5500000,Urban,2,9166.666667
Avalahalli,3 BHK,2300,12000000,Urban,3,5217.391304
Prakruthi Nagar,2 BHK,1240,6000000,Urban,2,4838.709677
Surabhi Layout,3 BHK,1750,12000000,Urban,3,6857.142857
Sadaramangala,2 BHK,1230,4348000,Rural,2,3534.95935
Anjanapura,3 Bedroom,1500,13900000,Urban,3,9266.666667
Abbigere,2 BHK,985,4039000,Rural,2,4100.507614
Tindlu,3 Bedroom,1500,8700000,Rural,3,5800
Electronic City,2 BHK,1125,3249000,Rural,2,2888
Maruthi Sevanagar,2 BHK,950,4400000,Urban,2,4631.578947
JP Nagar,5 BHK,5600,54850000,Urban,5,9794.642857
Kothanur,3 BHK,1580,7600000,Rural,3,4810.126582
B Narayanapura,3 Bedroom,1092,9850000,Urban,3,9020.14652
Electronic City Phase II,2 BHK,1090,2834000,Urban,2,2600
Hennur Road,3 Bedroom,2264,15900000,Urban,3,7022.968198
Dommasandra,3 BHK,1033,2553000,Rural,3,2471.442401
Kammasandra,2 BHK,810,2450000,Rural,2,3024.691358
Green Garden Layout,2 BHK,1045,4500000,Urban,2,4306.220096
Hebbal,2 BHK,1337,8200000,Rural,2,6133.133882
Chandapura,2 BHK,1200,3200000,Urban,2,2666.666667
Koramangala,3 BHK,1580,16000000,Rural,3,10126.58228
Begur Road,3 BHK,1500,5400000,Urban,3,3600
Whitefield,3 BHK,1640,9100000,Rural,3,5548.780488
Silver Springs Layout,3 BHK,1570,6200000,Urban,3,3949.044586
Gubbalala,3 BHK,1470,8200000,Rural,3,5578.231293
Kengeri,2 BHK,1160,4061000,Rural,2,3500.862069
7th Phase JP Nagar,2 BHK,1050,7100000,Urban,2,6761.904762
Dairy Circle,3 BHK,1855,22500000,Rural,3,12129.38005
Bannerghatta Road,3 BHK,1460,9000000,Urban,3,6164.383562
Hulimavu,3 BHK,1823,10000000,Rural,3,5485.463522
Electronic City,2 BHK,1094,4200000,Rural,2,3839.122486
Budigere,2 BHK,1153,5700000,Rural,2,4943.625325
Hoysalanagar,3 BHK,1325,5700000,Urban,3,4301.886792
Parappana Agrahara,4 Bedroom,1200,8500000,Urban,4,7083.333333
Jakkur,3 BHK,1590,12500000,Rural,3,7861.63522
Jeevan bima nagar,5 Bedroom,1210,16000000,Urban,5,13223.1405
Raja Rajeshwari Nagar,4 Bedroom,1200,22000000,Urban,4,18333.33333
Narayana Nagar 1st Block,2 BHK,1202,4800000,Urban,2,3993.344426
Haralur Road,2 BHK,1202,5300000,Urban,2,4409.317804
KSRTC Layout,2 BHK,1200,6250000,Urban,2,5208.333333
Panathur,3 BHK,1688,11800000,Rural,3,6990.521327
Kaval Byrasandra,2 BHK,1020,5200000,Rural,2,5098.039216
Sarjapur,2 BHK,1185,4700000,Rural,2,3966.244726
Ramagondanahalli,2 BHK,1235,5204000,Urban,2,4213.765182
Hosakerehalli,4 BHK,3205,50000000,Urban,4,15600.62402
Banashankari,2 BHK,1077,3764000,Rural,2,3494.893222
Kengeri Satellite Town,3 BHK,1415,6600000,Urban,3,4664.310954
EPIP Zone,3 BHK,2330,16200000,Rural,3,6952.7897
Whitefield,2 BHK,805,3500000,Rural,2,4347.826087
P&T Colony,1 BHK,425,2003000,Urban,1,4712.941176
Whitefield,2 BHK,1155,5995000,Rural,2,5190.47619
Cunningham Road,4 BHK,5270,125000000,Urban,4,23719.16509
Anekal,2 BHK,656,2200000,Rural,2,3353.658537
New Gurappana Palya,2 BHK,1100,4800000,Rural,2,4363.636364
Mahadevpura,2 BHK,1150,5200000,Urban,2,4521.73913
Chelekare,1 Bedroom,600,6000000,Rural,1,10000
Ambedkar Colony,2 BHK,1468,14000000,Urban,2,9536.784741
Palanahalli,4 Bedroom,4300,55000000,Urban,4,12790.69767
Whitefield,3 BHK,2280,12600000,Rural,3,5526.315789
Hegde Nagar,2 BHK,1341,9700000,Urban,2,7233.407905
Jakkur,2 BHK,1279,7700000,Rural,2,6020.328382
Electronic City Phase II,4 BHK,2225,9888000,Urban,4,4444.044944
Thanisandra,2 BHK,1185,4351000,Rural,2,3671.729958
Vadarpalya,3 BHK,1750,8500000,Rural,3,4857.142857
Kudlu,2 BHK,1152,5350000,Rural,2,4644.097222
Shivanagar,5 Bedroom,1000,16000000,Urban,5,16000
Hulimavu,2 BHK,1300,3600000,Rural,2,2769.230769
Varthur Road,4 Bedroom,2760,15500000,Urban,4,5615.942029
5th Phase JP Nagar,2 BHK,1070,3900000,Urban,2,3644.859813
Uttarahalli,2 BHK,1101,4500000,Urban,2,4087.19346
V.V Puram,2 BHK,775,5500000,Urban,2,7096.774194
Yeshwanthpur,1 BHK,667,3685000,Rural,1,5524.737631
Electronic City,2 BHK,1070,5500000,Rural,2,5140.186916
Old Airport Road,3 BHK,1875,11000000,Urban,3,5866.666667
Kundalahalli,2 BHK,735,5799000,Urban,2,7889.795918
Sarjapur,5 Bedroom,4360,9000000,Rural,5,2064.220183
Koramangala,3 BHK,1750,13000000,Rural,3,7428.571429
Marathahalli,2 BHK,1215,6700000,Urban,2,5514.403292
Sector 3 HSR Layout,9 Bedroom,600,19000000,Urban,9,31666.66667
Vishwapriya Layout,2 BHK,820,3000000,Urban,2,3658.536585
Banashankari Stage VI,2 BHK,1177.5,5993500,Rural,2,5090.021231
Battarahalli,3 BHK,1779,8961000,Urban,3,5037.099494
HMT Layout,2 BHK,1105,5800000,Urban,2,5248.868778
Whitefield,3 BHK,1650,6000000,Rural,3,3636.363636
Jalahalli,2 BHK,1694,15000000,Urban,2,8854.781582
Hosakerehalli,3 BHK,2376,20300000,Urban,3,8543.771044
Cox Town,3 BHK,1975,15000000,Urban,3,7594.936709
Kammasandra,2 BHK,674,3300000,Rural,2,4896.142433
Kaggadasapura,2 BHK,1185,4100000,Urban,2,3459.915612
 Thanisandra,1 RK,445,2800000,Rural,1,6292.134831
Mylasandra,6 Bedroom,900,7600000,Rural,6,8444.444444
HSR Layout,3 BHK,1475,7500000,Urban,3,5084.745763
Gottigere,3 BHK,1618,8250000,Rural,3,5098.887515
Koramangala,2 BHK,1120,6500000,Rural,2,5803.571429
Marathahalli,4 BHK,2181,15200000,Urban,4,6969.280147
Vidyaranyapura,4 Bedroom,1200,9000000,Urban,4,7500
Nagondanahalli,6 Bedroom,600,6500000,Urban,6,10833.33333
Bannerghatta Road,3 BHK,1556,5913000,Urban,3,3800.128535
Bannerghatta Road,2 BHK,1179,6602000,Urban,2,5599.660729
Thanisandra,2 BHK,1296,8300000,Rural,2,6404.320988
Kaggadasapura,2 BHK,1275,5200000,Urban,2,4078.431373
Kalasipalya,7 Bedroom,1875,30000000,Rural,7,16000
Kathriguppe,3 BHK,1400,7700000,Rural,3,5500
Gottigere,2 BHK,1222,6300000,Rural,2,5155.482815
Electronic City,2 BHK,940,4100000,Rural,2,4361.702128
Thanisandra,2 BHK,1185,4260000,Rural,2,3594.936709
Tumkur Road,3 BHK,1779,11200000,Urban,3,6295.671726
Begur Road,3 BHK,1615,5976000,Urban,3,3700.309598
JP Nagar,4 BHK,4624.5,45300000,Urban,4,9795.653584
Haralur Road,2 BHK,1056,6100000,Urban,2,5776.515152
7th Phase JP Nagar,2 BHK,1100,4600000,Urban,2,4181.818182
Arekere,2 BHK,920,4000000,Rural,2,4347.826087
ITI Layout,3 BHK,1602,7500000,Urban,3,4681.64794
Padmanabhanagar,2 BHK,1176,6200000,Urban,2,5272.108844
HBR Layout,4 Bedroom,675,5900000,Urban,4,8740.740741
Richmond Town,3 BHK,1352,13500000,Urban,3,9985.207101
Kasavanhalli,3 BHK,1717,9900000,Urban,3,5765.870705
4 Bedroom Farm House in Bagalur,4 Bedroom,10961,8000000,Rural,4,729.8604142
Bhoganhalli,4 BHK,2119,11100000,Urban,4,5238.319962
Vittasandra,2 BHK,1246,6730000,Rural,2,5401.284109
Anandapura,2 BHK,1141,4279000,Urban,2,3750.219106
Hennur Road,2 BHK,1157,8400000,Urban,2,7260.155575
Chandapura,2 BHK,1025,2768000,Urban,2,2700.487805
Yelahanka New Town,1 BHK,650,3300000,Urban,1,5076.923077
Hebbal,2 BHK,1349,9800000,Rural,2,7264.640474
Narayanapura,3 BHK,1566,8330000,Urban,3,5319.284802
Sahakara Nagar,4 BHK,2830,19500000,Urban,4,6890.459364
Electronic City,3 BHK,1320,3813000,Rural,3,2888.636364
manyata park,3 BHK,1780,8483000,Rural,3,4765.730337
Varthur,2 BHK,1091,3490000,Rural,2,3198.900092
Rachenahalli,4 BHK,3670,30000000,Urban,4,8174.386921
7th Phase JP Nagar,2 BHK,918,5049000,Urban,2,5500
Yeshwanthpur,4 BHK,1950,13000000,Rural,4,6666.666667
Panathur,3 BHK,1695,9000000,Rural,3,5309.734513
Yelahanka,3 BHK,1705,9500000,Rural,3,5571.847507
Kalyan nagar,3 BHK,1375,7500000,Urban,3,5454.545455
Kanakpura Road,1 BHK,525,3000000,Urban,1,5714.285714
Whitefield,2 BHK,1447,8300000,Rural,2,5736.005529
Thanisandra,2 BHK,1114,3900000,Rural,2,3500.897666
7th Phase JP Nagar,3 BHK,1450,10000000,Urban,3,6896.551724
Belathur,2 BHK,460,1500000,Rural,2,3260.869565
Vasanthapura,2 BHK,1022,4000000,Urban,2,3913.894325
Hebbal,2 BHK,1000,4500000,Rural,2,4500
Electronic City,2 BHK,1128,6875000,Rural,2,6094.858156
Kanakpura Road,2 BHK,1180,5700000,Urban,2,4830.508475
TC Palaya,6 Bedroom,1000,6900000,Rural,6,6900
Nagarbhavi,2 Bedroom,1200,15000000,Urban,2,12500
Sadashiva Nagar,3 BHK,3761,66000000,Urban,3,17548.52433
Kanakpura Road,2 BHK,1339,7500000,Urban,2,5601.194922
Yelachenahalli,3 BHK,1400,5500000,Urban,3,3928.571429
7th Phase JP Nagar,2 BHK,1040,3952000,Urban,2,3800
Kadugodi,2 BHK,1198,5800000,Rural,2,4841.402337
Shirdi Sai Layout,4 Bedroom,1200,9500000,Urban,4,7916.666667
Sarjapur  Road,3 BHK,1691,11300000,Urban,3,6682.436428
Bisuvanahalli,3 BHK,1075,3600000,Urban,3,3348.837209
1st Block Jayanagar,3 BHK,1630,19400000,Urban,3,11901.84049
8th Phase JP Nagar,3 BHK,1240,4350000,Urban,3,3508.064516
Bannerghatta Road,2 BHK,1122.5,5893500,Urban,2,5250.334076
Mallasandra,3 BHK,1665,8658000,Rural,3,5200
Marathahalli,3 BHK,2489,9400000,Urban,3,3776.617115
Brookefield,2 BHK,1142,7000000,Rural,2,6129.597198
Kodbisanhalli,3 BHK,1976,18400000,Urban,3,9311.740891
Sathya Sai Layout,4 Bedroom,5500,60000000,Urban,4,10909.09091
Kothannur,3 BHK,1853,8200000,Rural,3,4425.256341
Vijayanagar,8 Bedroom,600,7200000,Urban,8,12000
Kasturi Nagar,2 BHK,1567,9200000,Urban,2,5871.091257
Talaghattapura,2 BHK,1090,2724000,Urban,2,2499.082569
Raja Rajeshwari Nagar,6 Bedroom,1200,12500000,Urban,6,10416.66667
Indiranagar HAL 2nd Stage,4 Bedroom,2400,64000000,Urban,4,26666.66667
Electronics City Phase 1,2 BHK,1175,5147000,Urban,2,4380.425532
Subramanyapura,2 BHK,1200,5200000,Urban,2,4333.333333
Kodichikkanahalli,2 BHK,995,4100000,Urban,2,4120.603015
Magadi Road,2 BHK,884,4110000,Urban,2,4649.321267
Vishwanatha Nagenahalli,5 Bedroom,900,8000000,Urban,5,8888.888889
Yeshwanthpur,2 BHK,1170,5700000,Rural,2,4871.794872
KR Puram,2 BHK,1225,4655000,Urban,2,3800
Electronic City,2 BHK,1342,7330000,Rural,2,5461.997019
Uttarahalli,2 BHK,1345,6700000,Urban,2,4981.412639
Kodigehaali,3 BHK,1320,6500000,Rural,3,4924.242424
Raja Rajeshwari Nagar,2 BHK,1140,4939000,Urban,2,4332.45614
Battarahalli,2 BHK,1300,5000000,Urban,2,3846.153846
Hosa Road,3 BHK,1652,8500000,Urban,3,5145.27845
Thigalarapalya,3 BHK,2072,14200000,Rural,3,6853.281853
Arekere,3 BHK,1740,9500000,Rural,3,5459.770115
Electronic City,3 BHK,1360,7100000,Rural,3,5220.588235
Hosur Road,3 BHK,1145,6000000,Urban,3,5240.174672
Uttarahalli,3 BHK,1540,4000000,Urban,3,2597.402597
Sarjapur  Road,2 BHK,1278,9500000,Urban,2,7433.489828
Electronic City Phase II,1 BHK,630,4000000,Urban,1,6349.206349
Kanakpura Road,3 BHK,1100,5800000,Urban,3,5272.727273
Bendiganahalli,3 Bedroom,1200,9500000,Urban,3,7916.666667
Hosakerehalli Layout,7 Bedroom,2500,11500000,Urban,7,4600
Chandapura,1 BHK,582.5,1513500,Urban,1,2598.283262
Chandapura,2 BHK,1015,2588000,Rural,2,2549.753695
Hosur Road,5 Bedroom,3300,24000000,Urban,5,7272.727273
Basaveshwara Nagar,5 Bedroom,4500,41500000,Urban,5,9222.222222
Gunjur,3 BHK,1356,6600000,Urban,3,4867.256637
Hennagara,2 BHK,823,2800000,Rural,2,3402.18712
TC Palaya,3 Bedroom,1200,6600000,Urban,3,5500
Ramamurthy Nagar,2 BHK,1050,3700000,Urban,2,3523.809524
Ferrar Nagar,2 BHK,1180,6900000,Urban,2,5847.457627
Whitefield,2 BHK,1116,5191000,Urban,2,4651.433692
7th Phase JP Nagar,2 BHK,1070,4279000,Urban,2,3999.065421
Varthur,2 BHK,1385,8000000,Urban,2,5776.173285
Varthur,1 Bedroom,1000,7000000,Urban,1,7000
Whitefield,3 BHK,1897,13000000,Urban,3,6852.925672
Magadi Road,2 BHK,1005,5578000,Urban,2,5550.248756
Green Glen Layout,3 BHK,1575,12500000,Urban,3,7936.507937
Subramanyapura,2 BHK,975,6500000,Urban,2,6666.666667
Hennur Road,3 BHK,1904,12000000,Urban,3,6302.521008
Kengeri Satellite Town,1 BHK,930,3000000,Urban,1,3225.806452
Kanakpura Road,1 BHK,525,2600000,Urban,1,4952.380952
BAGUR,1 BHK,686,1700000,Rural,1,2478.134111
Electronic City Phase II,2 Bedroom,2400,15000000,Urban,2,6250
8th block Koramangala,2 Bedroom,1410,23300000,Urban,2,16524.8227
Sarjapur  Road,3 Bedroom,2238,14000000,Urban,3,6255.585344
Harlur,2 BHK,1174,6900000,Urban,2,5877.342419
Thubarahalli,4 Bedroom,3800,23900000,Urban,4,6289.473684
Whitefield,3 BHK,2225,12500000,Urban,3,5617.977528
M.G Road,2 BHK,1250,20000000,Urban,2,16000
Jigani,2 BHK,918,5200000,Rural,2,5664.488017
Mahadevpura,2 BHK,1250,5200000,Urban,2,4160
Sarjapur  Road,3 BHK,1800,11000000,Urban,3,6111.111111
Marathahalli,2 BHK,1170,5300000,Urban,2,4529.91453
Byatarayanapura,1 BHK,1300,20000000,Urban,1,15384.61538
Bannerghatta Road,2 BHK,793,4500000,Urban,2,5674.653216
Jakkur,3 BHK,1710,10700000,Urban,3,6257.309942
Kambipura,3 BHK,1082,5750000,Rural,3,5314.232902
Naganathapura,2 BHK,1001,3303000,Urban,2,3299.7003
Srinivasa Nagar,4 Bedroom,1500,18000000,Urban,4,12000
Yelahanka,3 BHK,1590,5400000,Urban,3,3396.226415
Basavanagara,3 BHK,2400,8000000,Urban,3,3333.333333
Horamavu Banaswadi,3 BHK,1554,5500000,Urban,3,3539.253539
Thanisandra,2 BHK,1142.5,4341500,Urban,2,3800
Bellandur,5 BHK,4239,42300000,Urban,5,9978.768577
Konanakunte,2 Bedroom,884,5800000,Urban,2,6561.085973
Hosa Road,2 BHK,1045,9889000,Urban,2,9463.157895
Marathahalli,2 BHK,1019,4986000,Urban,2,4893.032385
Ambedkar Nagar,3 BHK,1935,13000000,Urban,3,6718.346253
Uttarahalli,3 BHK,1135,3973000,Urban,3,3500.440529
Lakshminarayana Pura,3 BHK,1680,15000000,Urban,3,8928.571429
Hebbal,4 BHK,2470,24700000,Urban,4,10000
1st Phase JP Nagar,4 BHK,2825,25000000,Urban,4,8849.557522
Hosakerehalli,3 BHK,2480,33000000,Urban,3,13306.45161
5th Phase JP Nagar,9 Bedroom,1260,29000000,Urban,9,23015.87302
Ramamurthy Nagar,5 Bedroom,1800,18700000,Urban,5,10388.88889
Kasavanhalli,3 BHK,1799,9000000,Urban,3,5002.779322
Whitefield,4 Bedroom,4348.5,30400000,Urban,4,6990.916408
Attibele,1 BHK,400,1100000,Rural,1,2750
Kundalahalli,2 BHK,1047,8200000,Urban,2,7831.900669
Kaverappa Layout,2 BHK,1282,8700000,Urban,2,6786.271451
NGR Layout,2 BHK,1020,4590000,Urban,2,4500
Kammanahalli,4 Bedroom,1080,15500000,Urban,4,14351.85185
Whitefield,2 BHK,1495,7950000,Urban,2,5317.725753
Kasavanhalli,4 Bedroom,3260,24000000,Urban,4,7361.96319
Divya Unnathi Layout,3 BHK,1611,6444000,Urban,3,4000
Koramangala,4 BHK,3500,42500000,Urban,4,12142.85714
Vasantha Vallabha Nagar,3 Bedroom,1500,9500000,Urban,3,6333.333333
Sahakara Nagar,3 BHK,1500,9500000,Urban,3,6333.333333
Yelahanka,4 Bedroom,3206,27000000,Urban,4,8421.709295
Uttarahalli,3 BHK,1540,5000000,Urban,3,3246.753247
Hosa Road,3 BHK,1639,8000000,Urban,3,4881.025015
Marathahalli,4 Bedroom,700,7200000,Urban,4,10285.71429
Raja Rajeshwari Nagar,2 BHK,1303,5579000,Urban,2,4281.657713
Koramangala,2 BHK,1005,11000000,Urban,2,10945.27363
Kammasandra,1 BHK,657.5,1841000,Rural,1,2800
Chandapura,3 BHK,1305,3328000,Rural,3,2550.191571
Kothannur,3 Bedroom,600,9500000,Urban,3,15833.33333
sapthagiri Layout,2 BHK,1300,11500000,Urban,2,8846.153846
Brookefield,3 BHK,1440,6800000,Urban,3,4722.222222
Seegehalli,2 BHK,901,3514000,Urban,2,3900.110988
Rajaji Nagar,3 BHK,1725,20000000,Urban,3,11594.2029
Sarjapur,3 BHK,900,4200000,Urban,3,4666.666667
BEML Layout,2 BHK,1060,5500000,Urban,2,5188.679245
NGR Layout,2 BHK,1020,4845000,Urban,2,4750
Varthur,3 BHK,1535,6599000,Urban,3,4299.022801
Alur,1 BHK,530,2000000,Rural,1,3773.584906
Haralur Road,3 BHK,1464,5600000,Urban,3,3825.136612
Devarabisanahalli,2 BHK,1350,8000000,Urban,2,5925.925926
Sarjapur  Road,2 BHK,1115,5000000,Urban,2,4484.304933
Uttarahalli,2 BHK,1175,4700000,Urban,2,4000
Whitefield,2 BHK,1113,6200000,Urban,2,5570.530099
Uttarahalli,6 Bedroom,1200,22500000,Urban,6,18750
Ramamurthy Nagar,5 Bedroom,1640,24000000,Urban,5,14634.14634
Giri Nagar,2 BHK,650,4200000,Urban,2,6461.538462
Marathahalli,2 BHK,1325,7155000,Urban,2,5400
Electronics City Phase 1,2 BHK,950,3100000,Urban,2,3263.157895
Jakkur,3 BHK,1396,8651000,Urban,3,6196.991404
Rachenahalli,2 BHK,1050,5207000,Urban,2,4959.047619
Thanisandra,3 BHK,1825,10000000,Urban,3,5479.452055
7th Phase JP Nagar,2 BHK,1190,4998000,Urban,2,4200
Marathahalli,2 BHK,1220,5650000,Urban,2,4631.147541
NRI Layout,3 BHK,1565,7500000,Urban,3,4792.332268
Hennur Road,3 BHK,1891,10900000,Urban,3,5764.145955
Sidedahalli,2 BHK,900,2700000,Urban,2,3000
Hosa Road,2 BHK,1161,5515000,Urban,2,4750.215332
Sarjapur,1 BHK,649.5,1753500,Urban,1,2699.769053
Dwarka Nagar,8 Bedroom,2400,12500000,Urban,8,5208.333333
Rajaji Nagar,4 Bedroom,315,9000000,Urban,4,28571.42857
Yeshwanthpur,1 BHK,665,3685000,Urban,1,5541.353383
Mysore Road,2 BHK,1175,7350000,Urban,2,6255.319149
Hoodi,2 BHK,1425,8000000,Urban,2,5614.035088
Chikkabanavar,1 Bedroom,1200,2000000,Rural,1,1666.666667
ITPL,3 Bedroom,1200,5612000,Urban,3,4676.666667
Somasundara Palya,2 BHK,1255,6700000,Urban,2,5338.645418
Hegde Nagar,3 BHK,2112.95,14500000,Urban,3,6862.443503
Raja Rajeshwari Nagar,1 BHK,600,2200000,Urban,1,3666.666667
Haralur Road,3 BHK,1810,10000000,Urban,3,5524.861878
Indira Nagar,2 BHK,1200,9300000,Urban,2,7750
Harlur,2 BHK,1033,4900000,Rural,2,4743.465634
ITPL,3 BHK,1548,8950000,Urban,3,5781.653747
Horamavu Banaswadi,3 BHK,1611,6600000,Urban,3,4096.834264
Electronic City Phase II,3 BHK,1400,4043000,Urban,3,2887.857143
Vidyaranyapura,3 BHK,1485,6700000,Urban,3,4511.784512
Margondanahalli,2 Bedroom,2400,8200000,Urban,2,3416.666667
Pattandur Agrahara,2 BHK,1025,4450000,Urban,2,4341.463415
Thurahalli,4 Bedroom,600,6500000,Urban,4,10833.33333
Hallehalli,2 BHK,1225,5300000,Urban,2,4326.530612
5th Phase JP Nagar,2 BHK,1256,6280000,Urban,2,5000
Whitefield,4 BHK,2268,16300000,Urban,4,7186.948854
Kanakpura Road,3 BHK,1100,5300000,Urban,3,4818.181818
Vadarpalya,2 BHK,1141,6200000,Urban,2,5433.829974
Attibele,1 BHK,400,1200000,Rural,1,3000
Chandapura,2 Bedroom,1400,6000000,Urban,2,4285.714286
Kattigenahalli,7 BHK,4100,14000000,Urban,7,3414.634146
Weavers Colony,1 BHK,15,3000000,Urban,1,200000
Raghavendra Nagar,2 BHK,1175,4827000,Urban,2,4108.085106
Sahakara Nagar,2 BHK,1100,5600000,Urban,2,5090.909091
Kanakpura Road,3 BHK,1843,9584000,Urban,3,5200.217037
1st Phase JP Nagar,8 Bedroom,1200,24000000,Urban,8,20000
Horamavu Banaswadi,2 BHK,1460,8050000,Urban,2,5513.69863
Rachenahalli,3 BHK,1530,7450000,Urban,3,4869.281046
HSR Layout,2 BHK,1467,5500000,Urban,2,3749.147921
KR Layout,1 BHK,950,4000000,Urban,1,4210.526316
Vittasandra,2 BHK,1246,6450000,Rural,2,5176.565008
Kanakapura,1 BHK,711,3800000,Urban,1,5344.585091
Haralur Road,2 BHK,1194,4600000,Urban,2,3852.596315
Babusapalaya,3 BHK,1358,4340000,Rural,3,3195.876289
Nagasandra,6 Bedroom,1500,13000000,Rural,6,8666.666667
Hoodi,2 BHK,1420,7500000,Rural,2,5281.690141
Kathriguppe,3 BHK,1250,6875000,Rural,3,5500
Akshaya Nagar,2 BHK,1280,5800000,Urban,2,4531.25
Nagappa Reddy Layout,2 BHK,1209,5000000,Urban,2,4135.649297
Kempapura,5 Bedroom,4200,22500000,Urban,5,5357.142857
BTM 1st Stage,4 Bedroom,1215,20500000,Rural,4,16872.42798
